
Detalle de Transacciones de TAXI EZEIZA                   Desde: 13/11/2017Hasta: 28/11/2017

Fecha Presentacion,Lote,Fecha Pago,Descripcion,Fecha Origen,Comprobante,Tarjeta,Plan,Cuota,Moneda,Importe
13 Nov 2017,0,11 Dec 2017,CONS. $  ,12 Nov 2017,0001372 ,XXXX XXXX XXXX0023,0,0,pesos,748.00
13 Nov 2017,75,15 Nov 2017,CONS. $  ,10 Nov 2017,0001336 ,XXXX XXXX XXXX1389,0,0,pesos,780.00
13 Nov 2017,75,15 Nov 2017,CONS. $  ,10 Nov 2017,0001337 ,XXXX XXXX XXXX6329,0,0,pesos,940.00
13 Nov 2017,75,15 Nov 2017,CONS. $  ,10 Nov 2017,0001338 ,XXXX XXXX XXXX8029,0,0,pesos,780.00
13 Nov 2017,75,15 Nov 2017,CONS. $  ,11 Nov 2017,0001339 ,XXXX XXXX XXXX5792,0,0,pesos,780.00
13 Nov 2017,75,15 Nov 2017,CONS. $  ,11 Nov 2017,0001340 ,XXXX XXXX XXXX1348,0,0,pesos,750.00
13 Nov 2017,75,15 Nov 2017,CONS. $  ,11 Nov 2017,0001341 ,XXXX XXXX XXXX8705,0,0,pesos,780.00
13 Nov 2017,75,15 Nov 2017,CONS. $  ,11 Nov 2017,0001342 ,XXXX XXXX XXXX0057,0,0,pesos,690.00
13 Nov 2017,75,15 Nov 2017,CONS. $  ,11 Nov 2017,0001343 ,XXXX XXXX XXXX8016,0,0,pesos,780.00
13 Nov 2017,76,15 Nov 2017,CONS. $  ,11 Nov 2017,0001344 ,XXXX XXXX XXXX3873,0,0,pesos,920.00
13 Nov 2017,76,15 Nov 2017,CONS. $  ,11 Nov 2017,0001345 ,XXXX XXXX XXXX1291,0,0,pesos,780.00
13 Nov 2017,76,15 Nov 2017,CONS. $  ,11 Nov 2017,0001346 ,XXXX XXXX XXXX7022,0,0,pesos,780.00
13 Nov 2017,76,15 Nov 2017,CONS. $  ,11 Nov 2017,0001347 ,XXXX XXXX XXXX2767,0,0,pesos,920.00
13 Nov 2017,76,15 Nov 2017,CONS. $  ,11 Nov 2017,0001348 ,XXXX XXXX XXXX4690,0,0,pesos,850.00
13 Nov 2017,77,15 Nov 2017,CONS. $  ,11 Nov 2017,0001349 ,XXXX XXXX XXXX1613,0,0,pesos,850.00
13 Nov 2017,77,15 Nov 2017,CONS. $  ,11 Nov 2017,0001350 ,XXXX XXXX XXXX1027,0,0,pesos,780.00
13 Nov 2017,77,15 Nov 2017,CONS. $  ,11 Nov 2017,0001351 ,XXXX XXXX XXXX1027,0,0,pesos,690.00
13 Nov 2017,77,15 Nov 2017,CONS. $  ,11 Nov 2017,0001352 ,XXXX XXXX XXXX4644,0,0,pesos,780.00
13 Nov 2017,77,15 Nov 2017,CONS. $  ,11 Nov 2017,0001353 ,XXXX XXXX XXXX9044,0,0,pesos,780.00
13 Nov 2017,77,15 Nov 2017,CONS. $  ,11 Nov 2017,0001354 ,XXXX XXXX XXXX2953,0,0,pesos,780.00
13 Nov 2017,77,15 Nov 2017,CONS. $  ,11 Nov 2017,0001355 ,XXXX XXXX XXXX8371,0,0,pesos,780.00
13 Nov 2017,77,15 Nov 2017,CONS. $  ,11 Nov 2017,0001356 ,XXXX XXXX XXXX0990,0,0,pesos,780.00
13 Nov 2017,77,15 Nov 2017,CONS. $  ,11 Nov 2017,0001357 ,XXXX XXXX XXXX2274,0,0,pesos,850.00
13 Nov 2017,77,15 Nov 2017,CONS. $  ,11 Nov 2017,0001358 ,XXXX XXXX XXXX9825,0,0,pesos,780.00
13 Nov 2017,77,15 Nov 2017,CONS. $  ,11 Nov 2017,0001359 ,XXXX XXXX XXXX0815,0,0,pesos,780.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,11 Nov 2017,0001360 ,XXXX XXXX XXXX4016,0,0,pesos,780.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,11 Nov 2017,0001361 ,XXXX XXXX XXXX3009,0,0,pesos,780.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,11 Nov 2017,0001362 ,XXXX XXXX XXXX6036,0,0,pesos,780.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,11 Nov 2017,0001363 ,XXXX XXXX XXXX6549,0,0,pesos,1.020.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,11 Nov 2017,0001364 ,XXXX XXXX XXXX7237,0,0,pesos,1.060.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,12 Nov 2017,0001365 ,XXXX XXXX XXXX5387,0,0,pesos,780.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,12 Nov 2017,0001366 ,XXXX XXXX XXXX4419,0,0,pesos,780.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,12 Nov 2017,0001367 ,XXXX XXXX XXXX0231,0,0,pesos,780.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,12 Nov 2017,0001368 ,XXXX XXXX XXXX6876,0,0,pesos,780.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,12 Nov 2017,0001369 ,XXXX XXXX XXXX2329,0,0,pesos,930.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,12 Nov 2017,0001371 ,XXXX XXXX XXXX7746,0,0,pesos,780.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,12 Nov 2017,0001373 ,XXXX XXXX XXXX4807,0,0,pesos,780.00
13 Nov 2017,78,11 Dec 2017,CONS. $  ,12 Nov 2017,0001374 ,XXXX XXXX XXXX9003,0,0,pesos,780.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,12 Nov 2017,0001375 ,XXXX XXXX XXXX4370,0,0,pesos,1.780.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,12 Nov 2017,0001376 ,XXXX XXXX XXXX8010,0,0,pesos,800.00
13 Nov 2017,78,15 Nov 2017,CONS. $  ,12 Nov 2017,0001377 ,XXXX XXXX XXXX9845,0,0,pesos,780.00
