
Detalle de Transacciones de TAXI EZEIZA                   Desde: 22/08/2016Hasta: 31/08/2016

Fecha Presentacion,Lote,Fecha Pago,Descripcion,Fecha Origen,Comprobante,Tarjeta,Plan,Cuota,Moneda,Importe
22 Aug 2016,0,15 Sep 2016,CONS. $  ,19 Aug 2016,0000070 ,XXXX XXXX XXXX3589,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,19 Aug 2016,0000073 ,XXXX XXXX XXXX9145,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,19 Aug 2016,0000074 ,XXXX XXXX XXXX6629,0,0,pesos,304.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,19 Aug 2016,0000076 ,XXXX XXXX XXXX5307,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,19 Aug 2016,0000078 ,XXXX XXXX XXXX5569,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,19 Aug 2016,0000079 ,XXXX XXXX XXXX9827,0,0,pesos,304.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,19 Aug 2016,0000081 ,XXXX XXXX XXXX9111,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,19 Aug 2016,0000086 ,XXXX XXXX XXXX2794,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,19 Aug 2016,0000088 ,XXXX XXXX XXXX3964,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000089 ,XXXX XXXX XXXX2888,0,0,pesos,304.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000093 ,XXXX XXXX XXXX9200,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000095 ,XXXX XXXX XXXX9827,0,0,pesos,652.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000096 ,XXXX XXXX XXXX8102,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000098 ,XXXX XXXX XXXX4417,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000099 ,XXXX XXXX XXXX6109,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000104 ,XXXX XXXX XXXX5471,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000105 ,XXXX XXXX XXXX0040,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000106 ,XXXX XXXX XXXX4682,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000107 ,XXXX XXXX XXXX3533,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000108 ,XXXX XXXX XXXX9838,0,0,pesos,652.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000109 ,XXXX XXXX XXXX2349,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000110 ,XXXX XXXX XXXX8171,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000111 ,XXXX XXXX XXXX0245,0,0,pesos,652.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000113 ,XXXX XXXX XXXX9016,0,0,pesos,977.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000115 ,XXXX XXXX XXXX1327,0,0,pesos,630.00
22 Aug 2016,0,24 Aug 2016,CONS. $  ,20 Aug 2016,0000117 ,XXXX XXXX XXXX3623,0,0,pesos,771.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000118 ,XXXX XXXX XXXX3931,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,20 Aug 2016,0000119 ,XXXX XXXX XXXX1857,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,21 Aug 2016,0000124 ,XXXX XXXX XXXX1171,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,21 Aug 2016,0000125 ,XXXX XXXX XXXX9743,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,21 Aug 2016,0000129 ,XXXX XXXX XXXX6554,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,21 Aug 2016,0000130 ,XXXX XXXX XXXX5537,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,21 Aug 2016,0000132 ,XXXX XXXX XXXX3272,0,0,pesos,630.00
22 Aug 2016,0,15 Sep 2016,CONS. $  ,21 Aug 2016,0000133 ,XXXX XXXX XXXX1234,0,0,pesos,793.00
